GeneName GeneCluster chr start end
16299 ENSG00000082213 34 5 31532266 31555058
16300 ENSG00000007264 34 19 3777970 3802129
16301 ENSG00000177485 34 X 120250752 120258398
16302 ENSG00000173674 34 X 20124518 20141844
16303 ENSG00000127022 34 5 179678628 179730925
16304 ENSG00000137513 34 11 78435961 78574874
16305 ENSG00000121741 34 13 19958670 20091829
16306 ENSG00000117148 34 1 17755313 17827063
16307 ENSG00000131115 34 19 44207547 44237268
16308 ENSG00000083828 34 19 57769655 57819939
16309 ENSG00000248476 34 21 29351634 29361894
16310 ENSG00000172262 34 5 43065176 43192021
16311 ENSG00000101773 34 18 22798261 23026488
16312 ENSG00000140006 34 14 63597039 63641861
16313 ENSG00000247828 34 5 88268895 88436685
16314 ENSG00000143977 34 2 70281362 70293771
16315 ENSG00000143971 34 2 67397319 67410545
16316 ENSG00000000460 34 1 169662007 169854080
16317 ENSG00000171262 34 15 38454127 38487710
16318 ENSG00000135837 34 1 179954738 180114880
16319 ENSG00000272686 34 7 123749068 123751166
16320 ENSG00000113522 34 5 132556019 132646344
16321 ENSG00000261560 34 16 11881075 11882569
16322 ENSG00000100883 34 14 34981957 35029567
16323 ENSG00000143889 34 2 38561978 38603586
16324 ENSG00000149100 34 11 32583798 32606262
16325 ENSG00000162636 34 1 108560089 108644900
16326 ENSG00000154839 34 18 50374995 50394173
16327 ENSG00000164332 34 5 159263081 159286040
16328 ENSG00000092200 34 14 21287939 21351301
16329 ENSG00000092208 34 14 39114223 39136973
16330 ENSG00000143748 34 1 224227334 224330387
16331 ENSG00000143742 34 1 225777813 225790466
16332 ENSG00000158161 34 1 27970344 28088696
16333 ENSG00000167904 34 8 55696424 55773407
16334 ENSG00000137760 34 11 107502726 107565746
16335 ENSG00000136824 34 9 104094260 104141417
16336 ENSG00000078140 34 4 39698044 39782792
16337 ENSG00000135315 34 6 84124241 84227635
16338 ENSG00000115827 34 2 171434217 171485052
16339 ENSG00000146476 34 6 151452258 151470101
16340 ENSG00000173349 34 2 127701508 127705242
16341 ENSG00000081154 34 3 101574095 101594437
16342 ENSG00000223476 34 7 64933273 64933616
16343 ENSG00000140987 34 16 3382081 3401065
16344 ENSG00000163029 34 2 17663812 17800242
16345 ENSG00000152455 34 10 14878820 14904315
16346 ENSG00000090487 34 15 64963021 64990310
16347 ENSG00000164162 34 4 144967112 145098541
16348 ENSG00000164169 34 4 147637785 147684230
16349 ENSG00000177406 34 12 630891 663706
16350 ENSG00000159063 34 11 78100936 78139660
16351 ENSG00000132424 34 6 99398051 99425331
16352 ENSG00000065548 34 2 186486156 186509363
16353 ENSG00000043514 34 1 39841022 39883511
16354 ENSG00000139146 34 12 31280584 31327058
16355 ENSG00000107890 34 10 26991914 27100498
16356 ENSG00000186687 34 5 131170810 131205426
16357 ENSG00000259661 34 15 90920218 90921186
16358 ENSG00000198039 34 7 64870172 64930966
16359 ENSG00000007038 34 16 2817180 2826304
16360 ENSG00000141428 34 18 35972083 35979286
16361 ENSG00000141425 34 18 35984387 36067576
16362 ENSG00000198851 34 11 118304545 118316175
16363 ENSG00000270062 34 14 50723777 50724272
16364 ENSG00000269999 34 NA NA NA
16365 ENSG00000111300 34 12 112026689 112109022
16366 ENSG00000075131 34 15 66336206 66386746
16367 ENSG00000259469 34 15 48729080 48729844
16368 ENSG00000112029 34 6 152970519 152983579
16369 ENSG00000130713 34 9 130693721 130704894
16370 ENSG00000140299 34 15 59659146 59689534
16371 ENSG00000197050 34 19 37007857 37130314
16372 ENSG00000114098 34 3 138187248 138298389
16373 ENSG00000160352 34 19 21082159 21125270
16374 ENSG00000038210 34 4 25233975 25279092
16375 ENSG00000047315 34 4 56977722 57031168
16376 ENSG00000147905 34 9 37120539 37358149
16377 ENSG00000116030 34 2 202206180 202238608
16378 ENSG00000064703 34 1 111755245 111768016
16379 ENSG00000146223 34 6 42879618 42889925
16380 ENSG00000108064 34 10 58385022 58399221
16381 ENSG00000261167 34 3 131455126 131458598
16382 ENSG00000157388 34 3 53328963 53813733
16383 ENSG00000100601 34 14 77672404 77708020
16384 ENSG00000131931 34 8 42836674 42843325
16385 ENSG00000178295 34 2 17753858 17788941
16386 ENSG00000058063 34 3 182793500 182921635
16387 ENSG00000174898 34 19 5720677 5778734
16388 ENSG00000134982 34 5 112707498 112846239
16389 ENSG00000134987 34 5 111091716 111130502
16390 ENSG00000115904 34 2 38981396 39124345
16391 ENSG00000144554 34 3 10026414 10101930
16392 ENSG00000101911 34 X 12791355 12824222
16393 ENSG00000089022 34 12 111841978 111902238
16394 ENSG00000184575 34 12 64404350 64451127
16395 ENSG00000215301 34 X 41333348 41364472
16396 ENSG00000165660 34 10 124801785 124836670
16397 ENSG00000112739 34 6 4021267 4064983
16398 ENSG00000122970 34 12 110124335 110218797
16399 ENSG00000080986 34 18 2571511 2616635
16400 ENSG00000120539 34 10 27154824 27186924
16401 ENSG00000134900 34 13 102597003 102679958
16402 ENSG00000128050 34 4 56435741 56464579
16403 ENSG00000215492 34 18 32412214 32413176
16404 ENSG00000177889 34 12 93405673 93442262
16405 ENSG00000214367 34 4 2227464 2242164
16406 ENSG00000235489 34 10 64168959 64170850
16407 ENSG00000233673 34 2 86861825 86922693
16408 ENSG00000113597 34 5 65624716 65666233
16409 ENSG00000113593 34 5 65563236 65587549
16410 ENSG00000056050 34 4 169729465 169757953
16411 ENSG00000231607 34 13 49982552 50125720
16412 ENSG00000107672 34 10 121957088 121975217
16413 ENSG00000135045 34 9 74946581 74952886
16414 ENSG00000131747 34 17 40388516 40417950
16415 ENSG00000092439 34 15 50552473 50686815
16416 ENSG00000135976 34 2 97113496 97264521
16417 ENSG00000128989 34 15 52547045 52569883
16418 ENSG00000117133 34 1 84479259 84497790
16419 ENSG00000172315 34 20 46684365 46689779
16420 ENSG00000261061 34 16 81030770 81031485
16421 ENSG00000137876 34 15 55180806 55197067
16422 ENSG00000173041 34 7 64519884 64563106
16423 ENSG00000213842 34 3 32752910 32753901
16424 ENSG00000169607 34 2 112736607 112764677
16425 ENSG00000269514 34 12 48198387 48202031
16426 ENSG00000153165 34 2 106391290 106468376
16427 ENSG00000228716 34 5 80626228 80654983
16428 ENSG00000184445 34 12 122527246 122626396
16429 ENSG00000114209 34 3 167683298 167734939
16430 ENSG00000121211 34 4 153344649 153415118
16431 ENSG00000196670 34 5 180847611 180861285
16432 ENSG00000161813 34 12 50392383 50480004
16433 ENSG00000262180 34 1 186400572 186401455
16434 ENSG00000139372 34 12 103965804 103988874
16435 ENSG00000196470 34 16 48356364 48448402
16436 ENSG00000109911 34 11 31509750 31783998
16437 ENSG00000050393 34 6 13786557 13814568
16438 ENSG00000168724 34 5 34929593 34958964
16439 ENSG00000188725 34 5 61157709 61162474
16440 ENSG00000251022 34 4 82893009 82900960
16441 ENSG00000162600 34 1 58415384 58546802
16442 ENSG00000165055 34 7 128476729 128506602
16443 ENSG00000101596 34 18 2655738 2805017
16444 ENSG00000138231 34 3 138161012 138174949
16445 ENSG00000103995 34 15 48712928 48811146
16446 ENSG00000140265 34 15 43358172 43371025
16447 ENSG00000058729 34 5 97160867 97183260
16448 ENSG00000125885 34 20 5950652 5998977
16449 ENSG00000138035 34 2 55634265 55693910
16450 ENSG00000138032 34 2 44167969 44244384
16451 ENSG00000233137 34 NA NA NA
16452 ENSG00000116752 34 1 114567557 114581639
16453 ENSG00000116750 34 1 193012250 193060080
16454 ENSG00000151725 34 4 184694618 184734133
16455 ENSG00000169359 34 3 155821024 155854429
16456 ENSG00000169684 34 15 78565520 78595269
16457 ENSG00000258731 34 14 53153354 53157528
16458 ENSG00000165244 34 9 96385941 96418329
16459 ENSG00000196584 34 7 152644779 152676165
16460 ENSG00000164118 34 4 174283677 174333380
16461 ENSG00000123609 34 2 151270465 151290057
16462 ENSG00000120837 34 12 104117077 104138289
16463 ENSG00000174371 34 1 241847967 241895148
16464 ENSG00000206573 34 3 9349689 9398579
16465 ENSG00000105849 34 7 19695462 19709087
16466 ENSG00000265625 34 17 29644796 29645847
16467 ENSG00000129128 34 4 176319964 176332245
16468 ENSG00000109674 34 4 177309836 177362943
16469 ENSG00000189403 34 13 30456704 30617597
16470 ENSG00000088205 34 2 117814650 117832379
16471 ENSG00000009954 34 7 73440398 73522278
16472 ENSG00000198015 34 12 93467488 93516213
16473 ENSG00000259659 34 15 44557829 44559188
16474 ENSG00000185238 34 11 20387530 20509294
16475 ENSG00000083093 34 16 23603160 23641310
16476 ENSG00000083544 34 13 60396457 60573878
16477 ENSG00000172765 34 3 129647792 129893576
16478 ENSG00000172766 34 13 41311205 41377030
16479 ENSG00000133962 34 14 91580696 91780707
16480 ENSG00000272892 34 10 67849525 67850746
16481 ENSG00000176896 34 X 13653189 13681964
16482 ENSG00000141446 34 18 21529281 21600884
16483 ENSG00000132603 34 16 69339430 69343111
16484 ENSG00000186416 34 X 119588337 119605895
16485 ENSG00000119285 34 1 236549005 236604504
16486 ENSG00000140157 34 15 22838641 22868384
16487 ENSG00000113013 34 5 138554882 138575444
16488 ENSG00000162521 34 1 32651142 32686211
16489 ENSG00000205302 34 5 122774996 122830108
16490 ENSG00000196072 34 10 100273280 100286712
16491 ENSG00000198924 34 10 113834725 113854383
16492 ENSG00000171806 34 1 169792529 169794966
16493 ENSG00000135341 34 6 90513573 90587045
16494 ENSG00000116062 34 2 47695530 47810101
16495 ENSG00000132953 34 13 20777329 20903048
16496 ENSG00000132950 34 13 19823482 19863636
16497 ENSG00000079387 34 12 48042898 48106308
16498 ENSG00000105821 34 7 103312474 103344873
16499 ENSG00000105793 34 7 90335223 90391455
16500 ENSG00000185480 34 12 102120185 102197520
16501 ENSG00000104047 34 15 49620980 49656232
16502 ENSG00000196504 34 2 152651593 152717997
16503 ENSG00000164190 34 5 36876759 37066413
16504 ENSG00000168827 34 3 158644278 158692575
16505 ENSG00000151247 34 4 98871684 98930637
16506 ENSG00000169018 34 15 68277803 68295865
16507 ENSG00000047188 34 5 113513683 113595285
16508 ENSG00000158079 34 9 94030794 94109856
16509 ENSG00000174842 34 1 92246402 92298987
16510 ENSG00000118873 34 1 220148293 220272454
16511 ENSG00000138376 34 2 214725646 214809711
16512 ENSG00000139131 34 12 32727490 32755902
16513 ENSG00000169251 34 3 161104696 161253532
16514 ENSG00000261390 34 16 79715232 79770563
16515 ENSG00000226121 34 2 161500885 161507705
16516 ENSG00000164252 34 5 77029251 77065234
16517 ENSG00000164253 34 5 77425970 77620611
16518 ENSG00000127311 34 12 66302545 66347645
16519 ENSG00000269961 34 5 65924629 65925135
16520 ENSG00000162607 34 1 62436297 62451804
16521 ENSG00000104412 34 8 108443601 108486918
16522 ENSG00000115392 34 2 58159243 58241372
16523 ENSG00000164934 34 8 103414714 103443453
16524 ENSG00000155189 34 8 6708357 6759666
16525 ENSG00000034533 34 3 131013875 131027649
16526 ENSG00000123737 34 4 121801317 121817021
16527 ENSG00000158411 34 2 99161427 99181058
16528 ENSG00000272991 34 21 39184469 39184899
16529 ENSG00000105176 34 19 29923644 30016608
16530 ENSG00000232053 34 7 136092925 136437426
16531 ENSG00000104626 34 8 9002147 9116746
16532 ENSG00000262420 34 16 11741910 11744506
16533 ENSG00000152683 34 2 32165841 32224379
16534 ENSG00000166181 34 11 43311963 43344529
16535 ENSG00000198157 34 X 81113701 81201942
16536 ENSG00000163214 34 2 38797729 38875934
16537 ENSG00000133104 34 13 36301638 36370180
16538 ENSG00000156531 34 X 134373253 134428791
16539 ENSG00000060339 34 10 68721012 68792377
16540 ENSG00000143942 34 2 53767792 53775196
16541 ENSG00000111247 34 12 4538798 4560048
16542 ENSG00000122644 34 7 12686856 12690934
16543 ENSG00000153015 34 5 64768930 65018763
16544 ENSG00000114744 34 3 149738470 149752499
16545 ENSG00000112742 34 6 80003887 80042527
16546 ENSG00000152942 34 5 69369293 69414801
16547 ENSG00000148110 34 9 94374551 94461042
16548 ENSG00000182552 34 4 183639635 183659225
16549 ENSG00000198586 34 2 170990823 171231314
16550 ENSG00000215114 34 8 58411264 58451501
16551 ENSG00000175455 34 3 123897305 123961408
16552 ENSG00000035687 34 1 244408494 244452134
16553 ENSG00000171204 34 11 85628573 85636539
16554 ENSG00000154727 34 21 25734570 25772460
16555 ENSG00000250546 34 4 83796436 84293412
16556 ENSG00000234788 34 10 26714622 26715832
16557 ENSG00000142731 34 4 127880861 127899195
16558 ENSG00000213430 34 5 21882585 21884310
16559 ENSG00000163125 34 1 150363091 150476566
16560 ENSG00000215251 34 20 3146519 3159897
16561 ENSG00000148835 34 10 103367967 103389065
16562 ENSG00000161654 34 17 44034635 44067619
16563 ENSG00000198464 34 19 52297177 52325922
16564 ENSG00000119414 34 9 125146573 125189939
16565 ENSG00000054118 34 1 36224416 36305357
16566 ENSG00000182903 34 4 425815 499156
16567 ENSG00000100987 34 20 25070885 25082365
16568 ENSG00000054267 34 1 235131634 235328219
16569 ENSG00000163535 34 2 200510008 200583782
16570 ENSG00000104093 34 15 51447711 51622833
16571 ENSG00000211460 34 2 121737103 121767853
16572 ENSG00000125630 34 2 112541915 112577150
16573 ENSG00000120802 34 12 98515512 98550379
16574 ENSG00000162923 34 1 224385143 224437033
16575 ENSG00000085415 34 18 12947133 12987536
16576 ENSG00000137574 34 8 55773142 55825448
16577 ENSG00000268362 34 19 24033445 24066909
16578 ENSG00000149313 34 11 106075501 106098710
16579 ENSG00000197372 34 19 23525631 23687220
16580 ENSG00000123473 34 1 47250139 47314147
16581 ENSG00000055130 34 7 148697914 148801036
16582 ENSG00000246323 34 5 138032774 138037266
16583 ENSG00000176102 34 11 33077188 33162371
16584 ENSG00000177855 34 2 183607442 183608119
16585 ENSG00000175820 34 13 102729369 102759070
16586 ENSG00000187735 34 8 53966552 54022529
16587 ENSG00000100478 34 14 31025106 31096450
16588 ENSG00000100479 34 14 49643555 49688422
16589 ENSG00000185344 34 12 123712318 123761755
16590 ENSG00000213341 34 10 100188298 100229619
16591 ENSG00000157869 34 4 13361354 13484365
16592 ENSG00000125871 34 20 17968913 17991122
16593 ENSG00000171320 34 8 27771949 27812640
16594 ENSG00000270696 34 2 75660462 75662208
16595 ENSG00000144395 34 2 196639554 196763490
16596 ENSG00000103769 34 15 65726054 65891991
16597 ENSG00000163002 34 2 183117513 183161680
16598 ENSG00000163006 34 2 108786757 108885477
16599 ENSG00000078403 34 10 21524675 21743630
16600 ENSG00000149089 34 11 34853094 34916499
16601 ENSG00000180376 34 3 56557161 56621818
16602 ENSG00000096401 34 6 44387525 44450426
16603 ENSG00000091127 34 7 105439661 105522267
16604 ENSG00000129682 34 X 138614731 139222777
16605 ENSG00000129680 34 X 136213220 136256482
16606 ENSG00000249709 34 19 12525370 12551542
16607 ENSG00000138385 34 2 169791933 169812064
16608 ENSG00000218890 34 6 66093431 66094909
16609 ENSG00000007944 34 6 16129125 16148248
16610 ENSG00000198056 34 12 56731596 56752373
16611 ENSG00000047410 34 1 186311652 186375693
16612 ENSG00000198879 34 10 7158624 7411486
16613 ENSG00000133997 34 14 70581257 70600690
16614 ENSG00000198874 34 7 66995173 67239519
16615 ENSG00000234129 34 X 10847877 11111141
16616 ENSG00000074603 34 15 65442463 65517704
16617 ENSG00000138778 34 4 103105806 103198409
16618 ENSG00000232063 34 9 94332476 94360948
16619 ENSG00000117569 34 1 96721665 96823738
16620 ENSG00000143457 34 1 150646225 150697144
16621 ENSG00000162595 35 1 68045962 68051631
16622 ENSG00000198797 35 1 177171497 177282422
16623 ENSG00000265629 35 NA NA NA
16624 ENSG00000009830 35 14 77274956 77320884
16625 ENSG00000103647 35 15 68578969 68727806
16626 ENSG00000181852 35 12 56202175 56221933
16627 ENSG00000204118 35 X 73126037 73128080
16628 ENSG00000163171 35 2 37641882 37738468
16629 ENSG00000103034 35 16 58462846 58513628
16630 ENSG00000261728 35 13 34925834 34928076
16631 ENSG00000156299 35 21 31118416 31559977
16632 ENSG00000163704 35 3 9945542 9952394
16633 ENSG00000254245 35 5 141343829 141512979
16634 ENSG00000176293 35 19 58059239 58086310
16635 ENSG00000240393 35 3 117674342 117675144
16636 ENSG00000117152 35 1 163068775 163076802
16637 ENSG00000263567 35 17 31762440 31769048
16638 ENSG00000177822 35 4 181874438 182145249
16639 ENSG00000241472 35 3 62260865 62369330
16640 ENSG00000268895 35 19 58347751 58355183
16641 ENSG00000165078 35 8 67422125 67746345
16642 ENSG00000164309 35 5 79689877 79800240
16643 ENSG00000124479 35 X 43948776 43973504
16644 ENSG00000036530 35 14 99684304 99727301
16645 ENSG00000172915 35 13 34942287 35673022
16646 ENSG00000117069 35 1 76867441 77065711
16647 ENSG00000266256 35 18 76615212 76625940
16648 ENSG00000182195 35 X 141175745 141177125
16649 ENSG00000230992 35 2 132352722 132353318
16650 ENSG00000261447 35 9 69672749 69673713
16651 ENSG00000187094 35 3 42257825 42266207
16652 ENSG00000011007 35 1 23743155 23762059
16653 ENSG00000175315 35 11 66011841 66013505
16654 ENSG00000224383 35 17 63998351 64004304
16655 ENSG00000121671 35 11 45847118 45883248
16656 ENSG00000184194 35 X 53049091 53080615
16657 ENSG00000170153 35 4 140859807 141212877
16658 ENSG00000124224 35 20 58228940 58309439
16659 ENSG00000174599 35 4 117083554 117085576
16660 ENSG00000181104 35 5 76716043 76735781
16661 ENSG00000212994 35 8 100895771 100896118
16662 ENSG00000102879 35 16 30182827 30189076
16663 ENSG00000118402 35 6 79914812 79947580
16664 ENSG00000134058 35 5 69234795 69277430
16665 ENSG00000196482 35 1 216503246 217137755
16666 ENSG00000100711 35 14 103715730 103733668
16667 ENSG00000225511 35 9 92141298 92160114
16668 ENSG00000171444 35 5 113022099 113488830
16669 ENSG00000214376 35 11 93818232 93850531
16670 ENSG00000100842 35 14 23356402 23365752
16671 ENSG00000181524 35 6 42956345 42956765
16672 ENSG00000104332 35 8 41261958 41309497
16673 ENSG00000242791 35 3 149976755 149979355
16674 ENSG00000108018 35 10 106573663 107164534
16675 ENSG00000140945 35 16 82626803 83800640
16676 ENSG00000197119 35 14 100291111 100306547
16677 ENSG00000261934 35 5 141402932 141512979
16678 ENSG00000116991 35 1 232397965 232561558
16679 ENSG00000196405 35 14 99971449 100144236
16680 ENSG00000265242 35 NA NA NA
16681 ENSG00000148339 35 9 128068201 128109245
16682 ENSG00000236850 35 22 22303224 22322847
16683 ENSG00000073711 35 3 135965673 136147891
16684 ENSG00000267279 35 18 61585746 61606916
16685 ENSG00000115339 35 2 165747591 165794682
16686 ENSG00000139641 35 12 56118250 56144671
16687 ENSG00000250786 35 5 9546200 9550609
16688 ENSG00000126950 35 X 101078720 101096364
16689 ENSG00000242173 35 16 268727 283010
16690 ENSG00000244026 35 3 75421552 75435110
16691 ENSG00000168826 35 4 4290251 4321786
16692 ENSG00000178602 35 2 240139026 240144562
16693 ENSG00000080644 35 15 78593052 78621295
16694 ENSG00000144810 35 3 99638475 99799226
16695 ENSG00000101134 35 20 54475597 54651171
16696 ENSG00000171724 35 16 77788530 77980107
16697 ENSG00000047662 35 4 17629306 17781512
16698 ENSG00000162944 35 2 197568224 197676045
16699 ENSG00000150551 35 2 132644853 132671579
16700 ENSG00000013293 35 3 170459584 170586074
16701 ENSG00000162631 35 1 107140007 107483458
16702 ENSG00000255571 35 15 89361579 89398487
16703 ENSG00000139880 35 14 23047062 23057538
16704 ENSG00000196724 35 19 57921884 57935393
16705 ENSG00000204044 35 20 46013500 46022073
16706 ENSG00000183303 35 11 7795905 7796973
16707 ENSG00000183307 35 22 17116299 17121367
16708 ENSG00000232938 35 17 83226897 83240804
16709 ENSG00000198483 35 1 145866560 145885866
16710 ENSG00000255176 35 11 118636620 118638097
16711 ENSG00000143147 35 1 168079543 168137667
16712 ENSG00000183570 35 21 45643694 45942454
16713 ENSG00000151276 35 3 65353525 66038834
16714 ENSG00000103353 35 16 23557362 23574389
16715 ENSG00000255052 35 8 12115782 12177550
16716 ENSG00000170775 35 7 124745997 124765627
16717 ENSG00000128203 35 22 26429273 26445015
16718 ENSG00000175183 35 12 76858715 76879060
16719 ENSG00000101955 35 X 38149336 38220924
16720 ENSG00000258815 35 12 85318060 85342912
16721 ENSG00000182261 35 11 7959424 7965426
16722 ENSG00000187372 35 5 141213919 141218979
16723 ENSG00000222014 35 2 129979664 129982738
16724 ENSG00000185899 35 7 143443453 143444409
16725 ENSG00000272944 35 2 221572506 221574454
16726 ENSG00000104368 35 8 42175233 42207724
16727 ENSG00000269614 35 NA NA NA
16728 ENSG00000146267 35 6 99271169 99350062
16729 ENSG00000203930 35 X 140709767 140772679
16730 ENSG00000179611 35 13 43968424 43971199
16731 ENSG00000114737 35 3 50606490 50611831
16732 ENSG00000138443 35 2 203328219 203447723
16733 ENSG00000267426 35 17 75898645 75930129
16734 ENSG00000125266 35 13 106489731 106535114
16735 ENSG00000182568 35 3 18345387 18445588
16736 ENSG00000143013 35 1 87328468 87348923
16737 ENSG00000204681 35 6 29555629 29633976
16738 ENSG00000181191 35 X 69160851 69165793
16739 ENSG00000173231 35 21 13776086 13777266
16740 ENSG00000254870 35 6 31530219 31546608
16741 ENSG00000166025 35 11 94706431 94876753
16742 ENSG00000120327 35 5 141222932 141227759
16743 ENSG00000120324 35 5 141192353 141195642
16744 ENSG00000120328 35 5 141208697 141212571
16745 ENSG00000140937 35 16 64943753 65126112
16746 ENSG00000246090 35 4 99088857 99301356
16747 ENSG00000260537 35 16 70299194 70372582
16748 ENSG00000115461 35 2 216672105 216695525
16749 ENSG00000168992 35 2 95546531 95547545
16750 ENSG00000145147 35 4 20253260 20620561
16751 ENSG00000124134 35 20 45092310 45101112
16752 ENSG00000143093 35 1 110031577 110074641
16753 ENSG00000267980 35 19 4363789 4364640
16754 ENSG00000122420 35 1 78303884 78539749
16755 ENSG00000126214 35 14 103561896 103714249
16756 ENSG00000183935 35 12 13000420 13004830
16757 ENSG00000203659 35 NA NA NA
16758 ENSG00000182329 35 2 202073289 202205203
16759 ENSG00000116106 35 2 221418027 221574202
16760 ENSG00000110395 35 11 119206276 119313926
16761 ENSG00000048545 35 6 42155406 42180056
16762 ENSG00000247317 35 8 142981738 143018437
16763 ENSG00000226757 35 4 121764585 121766814
16764 ENSG00000167912 35 8 59119040 59121346
16765 ENSG00000169314 35 22 23763021 23765861
16766 ENSG00000182667 35 11 131370478 132336822
16767 ENSG00000163017 35 2 73892314 73919865
16768 ENSG00000226191 35 1 247936061 247937513
16769 ENSG00000255622 35 5 141155996 141159061
16770 ENSG00000176406 35 8 103500748 104256094
16771 ENSG00000147655 35 8 107899316 108083648
16772 ENSG00000139174 35 12 42456754 42590355
16773 ENSG00000102387 35 X 101268253 101293057
16774 ENSG00000198846 35 8 58805418 59119208
16775 ENSG00000270074 35 8 12412827 12414373
16776 ENSG00000135414 35 12 55743280 55757278
16777 ENSG00000220884 35 6 128928995 128929988
16778 ENSG00000271858 35 3 50365334 50368197
16779 ENSG00000112902 35 5 9035026 9546075
16780 ENSG00000167554 35 19 52336245 52367778
16781 ENSG00000149257 35 11 75562056 75572783
16782 ENSG00000149256 35 11 78652831 79440948
16783 ENSG00000121005 35 8 74984515 75034558
16784 ENSG00000251363 35 14 40954898 40975877
16785 ENSG00000259796 35 NA NA NA
16786 ENSG00000227248 35 13 107788342 107835451
16787 ENSG00000164402 35 5 132750817 132807241
16788 ENSG00000260398 35 8 78605952 78609705
16789 ENSG00000232325 35 7 70972 95683
16790 ENSG00000240859 35 7 149597 155465
16791 ENSG00000130508 35 2 1631887 1744852
16792 ENSG00000155511 35 5 153489615 153813869
16793 ENSG00000169213 35 1 51907956 51990764
16794 ENSG00000171914 35 15 62390526 62844631
16795 ENSG00000078579 35 8 16992169 17002181
16796 ENSG00000184560 35 17 7425615 7427568
16797 ENSG00000148158 35 9 112750838 112881671
16798 ENSG00000204956 35 5 141330571 141512981
16799 ENSG00000179277 35 17 15786618 15787575
16800 ENSG00000214357 35 5 172641266 172691540
16801 ENSG00000185532 35 10 50991358 52298350
16802 ENSG00000006744 35 17 12992391 13018187
16803 ENSG00000239282 35 22 30285117 30289627
16804 ENSG00000153976 35 17 13495689 13601927
16805 ENSG00000079931 35 6 132296055 132401545
16806 ENSG00000111305 35 12 13083560 13103683
16807 ENSG00000072657 35 12 72087266 72670757
16808 ENSG00000226045 35 7 130645225 130645594
16809 ENSG00000171033 35 8 78516139 78605267
16810 ENSG00000146950 35 X 9786456 9949443
16811 ENSG00000135723 35 16 67229387 67247658
16812 ENSG00000134668 35 1 31790422 31816051
16813 ENSG00000215218 35 5 6448623 6494909
16814 ENSG00000169933 35 X 12138466 12724523
16815 ENSG00000101349 35 20 9537389 9839041
16816 ENSG00000218336 35 4 182143987 182803024
16817 ENSG00000169169 35 19 49690898 49713731
16818 ENSG00000257138 35 7 141972631 141973773
16819 ENSG00000253459 35 NA NA NA
16820 ENSG00000081277 35 1 201283452 201332993
16821 ENSG00000149591 35 11 117199321 117204782
16822 ENSG00000112419 35 6 143536845 143831185
16823 ENSG00000177464 35 19 45589764 45602208
16824 ENSG00000179071 35 11 85684866 85686277
16825 ENSG00000136378 35 15 78759203 78811431
16826 ENSG00000105568 35 19 52190039 52229533
16827 ENSG00000176473 35 14 100376418 100530303
16828 ENSG00000078687 35 17 77959240 78108835
16829 ENSG00000172201 35 6 19837386 19840684
16830 ENSG00000157657 35 9 113876282 114056591
16831 ENSG00000182798 35 X 16167481 16171464
16832 ENSG00000135424 35 12 55684568 55716043
16833 ENSG00000176887 35 2 5692667 5701385
16834 ENSG00000273311 35 22 19046162 19048375
16835 ENSG00000183090 35 4 143577302 143700675
16836 ENSG00000149201 35 11 86374736 86423109
16837 ENSG00000122641 35 7 41667168 41705834
16838 ENSG00000253537 35 5 141382739 141512979
16839 ENSG00000113269 35 5 179911651 180072118
16840 ENSG00000170801 35 4 8269765 8307111
16841 ENSG00000168830 35 6 86937306 87016683
16842 ENSG00000128594 35 7 128027071 128032107
16843 ENSG00000128596 35 7 128790757 128822132
16844 ENSG00000178104 35 1 148808181 149048286
16845 ENSG00000135074 35 5 157395534 157575775
16846 ENSG00000251165 35 4 186286094 186500997
16847 ENSG00000011638 35 16 21158377 21180616
16848 ENSG00000187398 35 11 24496970 25082631
16849 ENSG00000243753 35 6 30259584 30293014
16850 ENSG00000067715 35 12 78863993 79452008
16851 ENSG00000165899 35 12 80209453 80379090
16852 ENSG00000268175 35 NA NA NA
16853 ENSG00000159167 35 8 23841915 23854807
16854 ENSG00000213763 35 5 77784881 77786003
16855 ENSG00000092964 35 8 26514022 26658178
16856 ENSG00000271888 35 6 15243923 15245000
16857 ENSG00000065609 35 6 83552880 83709691
16858 ENSG00000123572 35 X 105822543 105958610
16859 ENSG00000198750 35 NA NA NA
16860 ENSG00000170260 35 7 149239651 149255609
16861 ENSG00000108947 35 17 7705202 7711378
16862 ENSG00000270823 35 7 130495794 130498427
16863 ENSG00000110693 35 11 15966449 16739591
16864 ENSG00000258441 35 14 21200079 21206900
16865 ENSG00000147117 35 X 47370583 47414305
16866 ENSG00000185900 35 8 43093506 43123434
16867 ENSG00000160284 35 21 46161148 46184476
16868 ENSG00000147256 35 X 131058242 131089883
16869 ENSG00000151117 35 11 18693122 18704785
16870 ENSG00000164076 35 3 49857988 49870222
16871 ENSG00000158483 35 11 71787510 71801236
16872 ENSG00000205015 35 16 89166383 89169147
16873 ENSG00000174945 35 7 2679522 2775500
16874 ENSG00000248587 35 5 37811589 37953827
16875 ENSG00000145681 35 5 83637805 83721613
16876 ENSG00000249673 35 4 2934899 2961738
16877 ENSG00000261079 35 16 74367462 74369826
16878 ENSG00000133083 35 13 35768652 36131306
16879 ENSG00000103196 35 16 84819984 84920768
16880 ENSG00000072195 35 2 219434846 219498287
16881 ENSG00000109654 35 4 153152342 153339320
16882 ENSG00000197362 35 7 149069643 149090782
