GeneID Module chr start end
12333 ENSG00000243199.1 lightgreen 4 65573459 65574328
12334 ENSG00000166200.10 lightcyan 15 49106068 49155661
12335 ENSG00000130300.4 blue 19 17351448 17377350
12336 ENSG00000175110.7 darkgrey 3 139005806 139357223
12337 ENSG00000188778.3 darkturquoise 8 37962991 37966965
12338 ENSG00000260976.1 green 1 185001527 185008683
12339 ENSG00000204316.8 darkorange 17 75898643 75905413
12340 ENSG00000178473.5 blue 10 5365009 5374692
12341 ENSG00000272989.1 darkturquoise 3 197505262 197506986
12342 ENSG00000176953.6 royalblue 16 28950807 28967097
12343 ENSG00000242802.2 turquoise 7 4775622 4794312
12344 ENSG00000101361.10 blue 20 2652145 2658393
12345 ENSG00000197170.5 darkgrey 17 67337916 67366627
12346 ENSG00000234967.1 green 20 47950799 47952055
12347 ENSG00000255284.1 turquoise 11 777578 784297
12348 ENSG00000167862.5 steelblue 17 75012670 75021261
12349 ENSG00000228407.2 yellow 1 52160261 52160600
12350 ENSG00000242661.1 turquoise 12 8359054 8359834
12351 ENSG00000187689.5 green 4 70518540 70532742
12352 ENSG00000037749.7 darkolivegreen 5 154038906 154220478
12353 ENSG00000101294.12 paleturquoise 20 31514428 31577923
12354 ENSG00000267046.1 brown 17 35490009 35491238
12355 ENSG00000143556.4 green 1 153457744 153460701
12356 ENSG00000115207.9 royalblue 2 27325849 27357034
12357 ENSG00000122859.4 black 10 69571698 69573238
12358 ENSG00000240857.1 midnightblue 2 18554723 18560680
12359 ENSG00000180988.2 black 11 5820314 5821348
12360 ENSG00000224008.1 green 20 55420336 55427197
12361 ENSG00000235497.1 turquoise 2 23375229 23381299
12362 ENSG00000251380.2 blue 5 135444214 135447348
12363 ENSG00000111669.10 tan 12 6867119 6870948
12364 ENSG00000213921.6 brown 19 39776595 39786135
12365 ENSG00000259240.1 turquoise 15 51037488 51293912
12366 ENSG00000176407.13 lightgreen 2 84971093 85059472
12367 ENSG00000249364.1 green 5 67379378 67805238
12368 ENSG00000009790.10 brown 1 209756032 209782320
12369 ENSG00000064995.12 midnightblue 6 34877778 34888089
12370 ENSG00000162604.8 midnightblue 1 61681046 61725423
12371 ENSG00000162706.8 darkturquoise 1 159171609 159203313
12372 ENSG00000204021.3 green 10 88724544 88752786
12373 ENSG00000254293.1 brown 5 154483917 154486150
12374 ENSG00000226167.1 green 1 113856635 113901237
12375 ENSG00000159450.8 green 1 152106317 152115454
12376 ENSG00000132746.10 green 11 67662162 67681200
12377 ENSG00000002016.12 white 12 912077 990053
12378 ENSG00000262003.1 cyan 17 909632 911212
12379 ENSG00000168275.10 darkgrey 1 234373456 234384049
12380 ENSG00000113732.4 lightgreen 5 172983757 173035445
12381 ENSG00000249310.2 darkturquoise 22 38991559 38998209
12382 ENSG00000106113.14 black 7 30651943 30700129
12383 ENSG00000155850.7 turquoise 5 149960737 149993455
12384 ENSG00000136827.11 midnightblue 9 129812944 129824134
12385 ENSG00000198931.6 darkorange 16 88809339 88811944
12386 ENSG00000022840.11 turquoise 12 120533480 120577594
12387 ENSG00000241167.2 green NA NA NA
12388 ENSG00000239955.2 green NA NA NA
12389 ENSG00000185414.15 darkgreen 2 99181079 99197626
12390 ENSG00000020426.6 midnightblue 14 60734742 60969953
12391 ENSG00000248801.3 darkturquoise 8 68303468 68331491
12392 ENSG00000260646.1 cyan 16 1512979 1514675
12393 ENSG00000158764.6 darkred 1 160945025 160954799
12394 ENSG00000237460.2 green 1 106818239 106838167
12395 ENSG00000105053.6 orange 19 49976467 50025946
12396 ENSG00000186838.9 darkturquoise 19 39515113 39520686
12397 ENSG00000168556.5 darkgrey 4 183504994 183511096
12398 ENSG00000185627.13 lightyellow 11 236546 252984
12399 ENSG00000178235.6 black 13 83877205 83882393
12400 ENSG00000175928.5 darkred 3 3799437 3847703
12401 ENSG00000188730.4 darkred 7 49773661 49921950
12402 ENSG00000155959.6 grey60 X 155197007 155239817
12403 ENSG00000237423.1 green 20 47980488 47988744
12404 ENSG00000136908.13 tan 9 127935099 127938484
12405 ENSG00000229832.1 blue 1 212357418 212358353
12406 ENSG00000260009.1 green 16 14363109 14370266
12407 ENSG00000219200.6 lightyellow 17 7012417 7014532
12408 ENSG00000171735.14 blue 1 6785324 7769706
12409 ENSG00000233577.2 darkred 22 25279529 25282674
12410 ENSG00000258645.2 turquoise 14 63601509 63601814
12411 ENSG00000001631.10 darkgreen 7 92198969 92246166
12412 ENSG00000157954.10 tan 7 5190188 5233826
12413 ENSG00000125520.9 turquoise 20 63739861 63743505
12414 ENSG00000071082.6 tan 2 101001715 101024032
12415 ENSG00000031698.8 orange 1 109213918 109238169
12416 ENSG00000059122.12 turquoise 16 2911937 2951208
12417 ENSG00000154198.10 green 1 46843095 46900437
12418 ENSG00000142784.11 turquoise 1 27234516 27308633
12419 ENSG00000155393.8 saddlebrown 16 50065941 50106387
12420 ENSG00000175267.10 turquoise 16 22092538 22156966
12421 ENSG00000125798.10 turquoise 20 22581005 22585455
12422 ENSG00000225931.3 brown 1 2566410 2569888
12423 ENSG00000230154.1 turquoise 2 11308025 11308941
12424 ENSG00000130741.6 darkgrey X 24054716 24077971
12425 ENSG00000185274.7 darkred 7 71132169 71713600
12426 ENSG00000254251.1 green 8 90806474 90859240
12427 ENSG00000100170.5 yellow 22 32043032 32113029
12428 ENSG00000235730.1 green X 131619021 131619909
12429 ENSG00000180251.4 green 2 102473303 102533972
12430 ENSG00000253369.1 green 8 53395211 53395946
12431 ENSG00000215474.2 darkred 18 47212089 47249183
12432 ENSG00000153179.7 royalblue 12 64610513 64697567
12433 ENSG00000134291.7 darkmagenta 12 47963569 47968878
12434 ENSG00000269935.1 black 16 87600526 87602190
12435 ENSG00000272888.1 grey60 15 92882707 92899701
12436 ENSG00000102471.9 lightgreen 13 79481124 79556075
12437 ENSG00000235688.1 darkred 2 949634 950274
12438 ENSG00000118491.7 brown 6 143864436 143938356
12439 ENSG00000229043.2 lightgreen 7 1160374 1165267
12440 ENSG00000234782.2 darkgreen 9 118082869 118083382
12441 ENSG00000127993.10 lightcyan 7 92528773 92538005
12442 ENSG00000242741.1 green 3 73808601 73902866
12443 ENSG00000226792.2 darkred 13 51082119 51172388
12444 ENSG00000248605.1 darkred 5 25404733 25445925
12445 ENSG00000151532.9 grey60 10 112446998 112818744
12446 ENSG00000228217.1 green 1 117778087 117778506
12447 ENSG00000167360.4 yellow 11 5422111 5423206
12448 ENSG00000204581.2 turquoise 2 111098345 111115588
12449 ENSG00000227972.1 turquoise 10 52411135 52413492
12450 ENSG00000067955.9 darkgrey 16 67029116 67101058
12451 ENSG00000272456.1 brown 8 134722947 134723949
12452 ENSG00000167523.9 darkgrey 16 89657802 89671272
12453 ENSG00000186684.8 turquoise 2 127184120 127220078
12454 ENSG00000175970.7 royalblue 12 120710435 120723640
12455 ENSG00000163530.4 darkred 3 109293788 109316517
12456 ENSG00000256218.1 yellow 12 5366048 5367774
12457 ENSG00000232258.2 black 16 8537605 8590193
12458 ENSG00000061938.12 turquoise 3 195863364 195911945
12459 ENSG00000123427.11 lightgreen 12 57771492 57782798
12460 ENSG00000178952.4 darkorange 16 28842411 28846408
12461 ENSG00000261222.2 blue 17 74599840 74607229
12462 ENSG00000213015.4 turquoise 19 55635016 55643469
12463 ENSG00000243838.1 green 3 161328924 161330238
12464 ENSG00000047579.15 lightyellow 6 15522801 15663058
12465 ENSG00000104755.10 green 8 39743735 39838289
12466 ENSG00000270102.1 darkgrey NA NA NA
12467 ENSG00000231918.1 black 2 51032601 52407917
12468 ENSG00000109016.13 royalblue 17 21123364 21193265
12469 ENSG00000203394.2 brown NA NA NA
12470 ENSG00000170854.13 darkgrey 3 97941818 97972457
12471 ENSG00000128610.7 black 7 122301394 122310691
12472 ENSG00000106236.3 darkred 7 98617297 98629868
12473 ENSG00000126243.4 turquoise 19 35935358 35945767
12474 ENSG00000124232.6 darkred 20 45306851 45317824
12475 ENSG00000159685.6 blue 3 126704220 126960406
12476 ENSG00000138670.12 blue 4 81426393 82044244
12477 ENSG00000243538.1 turquoise 5 16902294 16902641
12478 ENSG00000072849.6 lightgreen 17 5471251 5486811
12479 ENSG00000147124.8 grey60 X 47445879 47482946
12480 ENSG00000261837.1 blue 16 78534374 78535648
12481 ENSG00000156925.7 darkred X 137566142 137577691
12482 ENSG00000204352.2 darkred 9 93318199 93346414
12483 ENSG00000146066.2 lightyellow 5 176388747 176389771
12484 ENSG00000183283.11 lightgreen 12 51238292 51271362
12485 ENSG00000227534.1 turquoise X 65469087 65470380
12486 ENSG00000178802.13 tan 15 74890005 74902219
12487 ENSG00000198712.1 tan MT 7586 8269
12488 ENSG00000267462.1 brown 18 60010281 60014258
12489 ENSG00000139684.9 midnightblue 13 46771256 46797232
12490 ENSG00000265702.1 green 17 62699244 62737922
12491 ENSG00000166736.7 darkturquoise 11 113974881 113990313
12492 ENSG00000214252.4 darkturquoise 7 101287482 101289771
12493 ENSG00000255031.1 turquoise 11 68050740 68053762
12494 ENSG00000240135.1 turquoise 3 72876737 72878102
12495 ENSG00000110768.7 darkgrey 11 18322295 18367044
12496 ENSG00000147604.9 midnightblue 8 73290267 73295789
12497 ENSG00000143179.8 blue 1 165827531 165911618
12498 ENSG00000075673.7 darkturquoise 13 24680411 24712493
12499 ENSG00000106615.5 darkgrey 7 151466012 151520120
12500 ENSG00000175215.5 tan 12 57819927 57846739
12501 ENSG00000115808.7 grey60 2 36843640 36966472
12502 ENSG00000269086.2 yellow 19 34837889 34855304
12503 ENSG00000197320.4 darkred 7 9726241 9728272
12504 ENSG00000163481.3 tan 2 218663864 218672411
12505 ENSG00000174013.7 grey60 3 196568611 196589059
12506 ENSG00000204856.7 royalblue 12 110468364 110490385
12507 ENSG00000101180.11 darkred 20 62214970 62220267
12508 ENSG00000187690.2 darkturquoise X 51406915 51408843
12509 ENSG00000106052.9 lightgreen 7 27739331 27844564
12510 ENSG00000251669.1 royalblue 4 3941760 3955419
12511 ENSG00000224382.1 turquoise 10 4384246 4410612
12512 ENSG00000220517.2 brown 6 25023247 25024483
12513 ENSG00000152128.13 black 2 134455759 134719000
12514 ENSG00000228294.2 yellow 14 19301704 19316914
12515 ENSG00000107863.12 grey60 10 24583609 24723668
12516 ENSG00000229380.1 turquoise 7 561958 565619
12517 ENSG00000129625.8 tan 5 112876379 112922539
12518 ENSG00000101624.6 lightcyan 18 12661833 12702777
12519 ENSG00000228221.1 green 3 177441921 177752305
12520 ENSG00000225449.2 green 2 129966592 129980466
12521 ENSG00000172613.3 lightyellow 11 67317871 67398410
12522 ENSG00000162711.12 brown 1 247416156 247449108
12523 ENSG00000187583.6 turquoise 1 966497 975865
12524 ENSG00000204393.3 green 20 32564992 32608893
12525 ENSG00000176909.7 turquoise 19 48712742 48719721
12526 ENSG00000225110.1 darkred X 153317683 153320686
12527 ENSG00000260929.1 brown 16 50740910 50742815
12528 ENSG00000258551.1 blue 15 91408708 91605211
12529 ENSG00000233273.1 green 13 96573659 96574499
12530 ENSG00000189233.7 blue 8 28021964 28083871
12531 ENSG00000130772.9 orange 1 28329002 28335967
12532 ENSG00000165006.9 lightgreen 9 34179005 34252523
12533 ENSG00000118514.9 blue 6 134917390 134950122
12534 ENSG00000223885.3 black 8 7279770 7282780
12535 ENSG00000260066.1 black 5 1725149 1728172
12536 ENSG00000227057.3 blue 6 33279108 33289527
12537 ENSG00000078725.8 darkred 9 119153458 119369467
12538 ENSG00000184809.8 darkred 21 39597147 39612821
12539 ENSG00000169035.7 yellow 19 50976482 50984099
12540 ENSG00000152944.4 darkgreen 12 27022546 27066343
12541 ENSG00000115866.6 royalblue 2 135906677 135986100
12542 ENSG00000119820.6 darkgreen 2 32277910 32316594
12543 ENSG00000112232.8 darkred 6 61679960 62286227
12544 ENSG00000161057.6 darkgrey 7 103344254 103369395
12545 ENSG00000126653.11 darkgrey 17 30115521 30186475
12546 ENSG00000240138.1 green 3 161324913 161326219
12547 ENSG00000197774.8 turquoise 16 1773207 1781708
12548 ENSG00000185818.7 turquoise 4 2059512 2069089
12549 ENSG00000152942.14 darkgrey 5 69369293 69414801
12550 ENSG00000171204.8 darkgrey 11 85628573 85636539
12551 ENSG00000186432.4 white 3 160494995 160565588
12552 ENSG00000136942.10 orange 9 124857880 124861981
12553 ENSG00000227321.2 yellow 9 92110865 92111897
12554 ENSG00000233875.1 brown 1 154579065 154579663
12555 ENSG00000261792.1 cyan 15 30098826 30102093
12556 ENSG00000101079.16 tan 20 36651766 36746078
12557 ENSG00000166265.7 darkred 21 26466209 26573284
12558 ENSG00000241720.2 green 1 109725820 109775252
12559 ENSG00000269118.1 black 19 53299051 53308644
12560 ENSG00000226746.2 cyan 17 17776686 17779529
12561 ENSG00000241859.2 darkred Y 13751656 13915824
12562 ENSG00000168026.12 turquoise 3 39107704 39138903
12563 ENSG00000120645.7 darkred 12 66765 178460
12564 ENSG00000186660.14 grey60 11 58579111 58621042
12565 ENSG00000130725.3 steelblue 19 58555712 58558960
12566 ENSG00000232044.4 black 2 5932687 6001275
12567 ENSG00000235272.1 orange 6 166586124 166586477
12568 ENSG00000095574.7 saddlebrown 10 122990806 123008817
12569 ENSG00000117280.8 midnightblue 1 205767986 205775460
12570 ENSG00000160213.5 steelblue 21 43772512 43776445
12571 ENSG00000078967.8 tan 7 43926438 43956136
12572 ENSG00000130182.3 darkred 16 3088890 3099317
12573 ENSG00000110429.9 darkolivegreen 11 33740939 33774543
12574 ENSG00000196302.5 yellow 5 70516387 70555266
12575 ENSG00000170935.5 green X 107777733 107794682
12576 ENSG00000175354.14 darkgrey 18 12785478 12929643
12577 ENSG00000104756.11 darkgreen 8 25427847 25458476
12578 ENSG00000116748.15 green 1 114673098 114695618
12579 ENSG00000095585.12 brown 10 96191702 96271587
12580 ENSG00000186971.2 black 21 30430230 30431026
12581 ENSG00000267881.1 green 19 41708612 41761282
12582 ENSG00000163528.8 darkgrey 3 14112077 14124870
12583 ENSG00000138081.15 lightgreen 2 47789316 47905793
12584 ENSG00000180432.4 blue 3 42856005 42876165
12585 ENSG00000105171.5 darkgrey 19 29604017 29617237
12586 ENSG00000162377.4 darkgrey 1 52684451 52698366
12587 ENSG00000108651.5 darkgrey 17 31860899 31901765
12588 ENSG00000258053.1 darkturquoise 12 71047402 71118247
12589 ENSG00000205629.7 blue 16 25111729 25178231
12590 ENSG00000167528.8 darkgreen 12 48337180 48351414
12591 ENSG00000245482.2 brown 12 34022281 34046417
12592 ENSG00000183798.4 darkturquoise 20 41359966 41366827
12593 ENSG00000179082.3 green 9 129321016 129324905
12594 ENSG00000266469.1 turquoise 17 39401793 39406233
12595 ENSG00000124391.4 darkturquoise 16 88638591 88640473
12596 ENSG00000102119.6 darkorange X 154379197 154381523
12597 ENSG00000123349.9 tan 12 53295291 53299450
12598 ENSG00000086712.8 lightcyan X 16786427 16844519
12599 ENSG00000107164.15 orange 9 130578965 130638352
12600 ENSG00000253230.2 darkred 8 9900064 9905366
12601 ENSG00000238010.1 green 9 126640756 126641293
12602 ENSG00000133069.10 blue 1 205228176 205273343
12603 ENSG00000260473.1 turquoise 12 51823503 51835496
12604 ENSG00000211899.3 brown 14 105854220 106235572
12605 ENSG00000126856.9 turquoise 16 90056566 90092072
12606 ENSG00000225238.1 black X 41472264 41472653
12607 ENSG00000268942.1 turquoise 5 62512246 62512482
12608 ENSG00000165659.12 turquoise NA NA NA
12609 ENSG00000163217.1 blue 2 68865481 68871517
12610 ENSG00000131351.10 darkgrey 19 17049729 17075625
12611 ENSG00000243478.3 blue 2 200695917 200794239
12612 ENSG00000138794.5 royalblue 4 109688622 109703583
12613 ENSG00000145423.4 darkred 4 153780592 153789120
12614 ENSG00000104055.10 brown 15 43232595 43266857
12615 ENSG00000197429.6 turquoise 1 45694324 45750650
12616 ENSG00000167011.4 yellow 7 101170493 101180276
12617 ENSG00000161652.8 darkturquoise 19 50152548 50163195
12618 ENSG00000236471.1 green 21 15067070 15067837
12619 ENSG00000004059.6 lightyellow 7 127588345 127591705
12620 ENSG00000093144.14 darkgrey 6 127288710 127343609
12621 ENSG00000139675.10 orange 13 52640786 52643796
12622 ENSG00000120688.7 darkgrey 13 41061274 41084006
12623 ENSG00000242387.1 steelblue 6 25882026 25882395
12624 ENSG00000114030.8 darkgreen 3 122421949 122514945
12625 ENSG00000116459.6 darkgrey 1 111448864 111462773
12626 ENSG00000217624.2 turquoise X 41675760 41676494
12627 ENSG00000103363.10 turquoise 16 2771414 2777297
12628 ENSG00000256338.1 turquoise 15 28315651 28316059
12629 ENSG00000116044.11 lightgreen 2 177227595 177392697
12630 ENSG00000230444.1 green 7 1614590 1615325
12631 ENSG00000172732.7 darkorange 11 65857126 65867653
12632 ENSG00000183783.6 darkred 4 44173909 44448807
12633 ENSG00000115946.3 darkgrey 2 68157844 68176238
12634 ENSG00000175077.5 darkred 3 187197486 187201465
12635 ENSG00000112280.11 darkred 6 70215061 70303083
12636 ENSG00000007171.12 darkturquoise 17 27756766 27800499
12637 ENSG00000033800.9 darkgreen 15 68054179 68198603
12638 ENSG00000165409.11 darkred 14 80954989 81146302
12639 ENSG00000163811.7 saddlebrown 2 28894643 28948222
12640 ENSG00000089280.14 tan 16 31180110 31194871
12641 ENSG00000198546.10 lightyellow 10 133308475 133313162
12642 ENSG00000108599.10 darkolivegreen 17 19904302 19978343
12643 ENSG00000227500.5 turquoise 19 1905214 1926013
12644 ENSG00000101608.8 orange 18 3247481 3256236
12645 ENSG00000198840.2 lightyellow MT 10059 10404
12646 ENSG00000234896.1 green 2 71055527 71056003
12647 ENSG00000223910.1 brown 10 43628817 43674703
12648 ENSG00000147041.7 green X 38006582 38128819
12649 ENSG00000234975.5 turquoise 1 228687415 228687826
12650 ENSG00000131203.8 darkred 8 39902275 39928444
12651 ENSG00000142856.12 lightcyan 1 63440770 63593721
12652 ENSG00000169327.3 green 14 21154865 21156063
12653 ENSG00000169087.6 darkolivegreen 3 122740003 122793824
12654 ENSG00000164180.9 lightcyan 5 88189633 88269476
12655 ENSG00000161920.5 tan 17 4731428 4733610
12656 ENSG00000256463.4 darkred 18 78980275 79002677
12657 ENSG00000103126.10 turquoise 16 287440 352673
12658 ENSG00000150637.4 brown 18 69831158 69961803
12659 ENSG00000230489.1 green 1 107964443 107994607
12660 ENSG00000183067.5 darkturquoise 21 39745407 39802096
12661 ENSG00000261683.1 brown 10 33759713 33772658
12662 ENSG00000104321.6 turquoise 8 72019917 72075617
12663 ENSG00000205038.7 brown 8 109362477 109530330
12664 ENSG00000171169.8 lightyellow 9 128061233 128068206
12665 ENSG00000129197.10 royalblue 17 5419641 5432876
12666 ENSG00000196850.4 darkgrey 12 110533245 110583320
12667 ENSG00000151327.8 lightgreen 14 35044907 35113130
12668 ENSG00000189043.5 tan 7 10931951 10940256
12669 ENSG00000221946.3 darkturquoise 19 35143250 35154301
12670 ENSG00000226363.3 green 2 176177717 176179008
12671 ENSG00000114120.7 midnightblue 3 140941830 140979933
12672 ENSG00000237640.1 black 7 99929392 99948620
12673 ENSG00000156395.8 steelblue 10 104641101 105265235
12674 ENSG00000089693.6 blue 12 6747996 6767475
12675 ENSG00000147905.13 royalblue 9 37120539 37358149
12676 ENSG00000122203.10 tan 5 176346061 176361968
12677 ENSG00000167483.13 brown 19 17523301 17553839
12678 ENSG00000166337.5 lightyellow 11 6606296 6612667
12679 ENSG00000130119.11 grey60 X 54530211 54561071
12680 ENSG00000204568.7 royalblue 6 30617709 30626395
12681 ENSG00000142676.8 orange 1 23691779 23696425
12682 ENSG00000164329.9 darkgreen 5 79612120 79686648
12683 ENSG00000112167.5 darkgreen 6 39104064 39115189
12684 ENSG00000171448.8 midnightblue 9 122915566 122931500
12685 ENSG00000235023.1 darkturquoise 21 42648271 42651244
12686 ENSG00000267381.1 turquoise NA NA NA
12687 ENSG00000233030.2 green 1 149785659 149793020
12688 ENSG00000132591.7 tan 17 28854938 28861067
12689 ENSG00000185585.15 turquoise 9 124777158 124814885
12690 ENSG00000187695.6 yellow 3 128909874 128971330
12691 ENSG00000171657.5 brown X 41724155 41730135
12692 ENSG00000181234.8 black 12 128267403 128707915
12693 ENSG00000118873.11 saddlebrown 1 220148293 220272454
12694 ENSG00000265246.1 green 17 27237859 27241661
12695 ENSG00000232788.1 turquoise 2 172464262 172466022
12696 ENSG00000251389.1 brown 5 97368776 97370421
12697 ENSG00000251408.1 brown 4 6202328 6206649
12698 ENSG00000003056.3 tan 12 8940363 8949955
12699 ENSG00000141034.5 darkgreen 17 18039292 18068404
12700 ENSG00000143155.8 darkgrey 1 168178933 168202114
12701 ENSG00000106344.4 darkgrey 7 128297685 128343908
12702 ENSG00000226546.1 brown NA NA NA
12703 ENSG00000184831.9 darkgrey X 23833353 23907934
12704 ENSG00000107140.11 paleturquoise 9 35605305 35610041
12705 ENSG00000226252.1 blue 1 47225797 47230750
12706 ENSG00000233588.1 turquoise 13 28722386 28724021
12707 ENSG00000139726.6 darkgrey 12 122752774 122771064
12708 ENSG00000121775.13 lightyellow 1 32072031 32102866
12709 ENSG00000056586.11 darkmagenta 9 122844556 122905341
12710 ENSG00000170088.9 midnightblue 4 165070608 165208549
12711 ENSG00000219085.1 turquoise 6 69705287 69706160
12712 ENSG00000159650.4 blue 3 126481281 126517773
12713 ENSG00000188425.2 black 19 45913214 45914870
12714 ENSG00000233321.1 green 10 3486894 3502838
12715 ENSG00000132704.11 brown 1 157745733 157777132
12716 ENSG00000109534.12 darkgrey 4 109815510 109824740
12717 ENSG00000184007.13 grey60 1 31906421 31944856
12718 ENSG00000188086.8 darkturquoise 3 46742092 46812558
12719 ENSG00000131152.4 turquoise 16 87302876 87334273
12720 ENSG00000002919.10 orange 17 48103357 48123074
12721 ENSG00000149124.6 blue 11 58640426 58731974
12722 ENSG00000182484.10 turquoise X 156020826 156025710
12723 ENSG00000236569.3 green 7 27328607 27329534
12724 ENSG00000183735.5 grey60 12 64451880 64502108
12725 ENSG00000115840.9 midnightblue 2 171784370 171999859
12726 ENSG00000137259.2 tan NA NA NA
12727 ENSG00000248751.2 turquoise 22 30285238 30299482
12728 ENSG00000205396.7 green 19 16015287 16027462
12729 ENSG00000198618.4 royalblue 21 18857779 18858276
12730 ENSG00000119689.10 tan 14 74881891 74903745
12731 ENSG00000124233.10 darkred 20 45206997 45209772
12732 ENSG00000246422.2 yellow 5 141558311 141565263
12733 ENSG00000255690.1 black 7 28953358 28958292
12734 ENSG00000267339.1 turquoise 19 28965131 28970874
12735 ENSG00000165970.7 turquoise 11 20599400 20659285
12736 ENSG00000256212.1 turquoise NA NA NA
12737 ENSG00000227877.2 turquoise 10 59736692 59756041
12738 ENSG00000171467.11 royalblue 6 43307134 43369478
12739 ENSG00000165113.8 darkgreen 9 83739421 83829516
12740 ENSG00000196273.3 yellow 14 100657250 100676069
12741 ENSG00000256980.4 yellow 6 73223544 73225770
12742 ENSG00000184110.10 lightyellow 16 28688558 28735730
12743 ENSG00000271555.1 green 8 52722903 52723141
12744 ENSG00000102974.10 darkgreen 16 67562407 67639183
12745 ENSG00000251468.2 blue 8 12958387 12962200
12746 ENSG00000132975.6 black 13 26755200 26760785
12747 ENSG00000120253.9 lightcyan 6 149724315 149749665
12748 ENSG00000198700.5 royalblue 1 201829141 201884294
12749 ENSG00000170178.5 turquoise 2 176099730 176101193
12750 ENSG00000161981.6 orange 16 53010 57669
12751 ENSG00000089505.13 turquoise 16 66566393 66579137
12752 ENSG00000083782.3 green 12 90963679 91005026
12753 ENSG00000161277.9 turquoise 19 36034985 36054762
12754 ENSG00000100365.10 brown 22 36860988 36878015
12755 ENSG00000116205.6 midnightblue 1 54053587 54112519
12756 ENSG00000267193.1 green 18 45669367 45747215
12757 ENSG00000134323.10 darkred 2 15940564 15947007
12758 ENSG00000242088.1 green 15 24910874 24911125
12759 ENSG00000213080.3 turquoise 1 160894980 160896076
12760 ENSG00000153406.9 darkorange 16 4461680 4495763
12761 ENSG00000134193.10 green 1 119794018 119811660
12762 ENSG00000150051.9 yellow 10 27672875 27746060
12763 ENSG00000162493.12 darkred 1 13583465 13617957
12764 ENSG00000136463.7 orange 17 63600872 63608365
12765 ENSG00000005955.8 lightgreen NA NA NA
12766 ENSG00000186615.6 lightgreen 14 55499278 55580110
12767 ENSG00000183473.5 brown NA NA NA
12768 ENSG00000184774.6 green 1 202820266 202827225
12769 ENSG00000215644.5 blue 17 81804132 81814013
12770 ENSG00000171163.11 darkorange 1 248850006 248859144
12771 ENSG00000121570.8 darkred 3 109326141 109337572
12772 ENSG00000124222.17 royalblue 20 58651253 58679526
12773 ENSG00000228528.1 black 2 104703758 104705509
12774 ENSG00000171671.6 yellow 11 70862790 70865115
12775 ENSG00000006062.9 turquoise 17 45263121 45317040
12776 ENSG00000184840.7 lightyellow 5 177592158 177596124
12777 ENSG00000218416.3 green 2 240449315 240456714
12778 ENSG00000077458.8 lightcyan 11 95768942 95790409
12779 ENSG00000134917.9 darkred 11 130404925 130428993
12780 ENSG00000185839.2 darkmagenta 1 58630841 58631530
12781 ENSG00000148814.13 turquoise 10 132332154 132379918
12782 ENSG00000236673.1 darkred 6 131901963 131920565
12783 ENSG00000234139.2 green 20 36072441 36085260
12784 ENSG00000226017.2 green 3 64187544 64200965
12785 ENSG00000251473.2 green 4 105102891 105104004
12786 ENSG00000181215.8 darkturquoise 4 5897591 5989818
12787 ENSG00000149609.5 turquoise 20 33662284 33665619
12788 ENSG00000257218.1 saddlebrown 12 120446438 120463749
12789 ENSG00000254965.1 brown 11 83111060 83111442
12790 ENSG00000248144.1 turquoise 4 99336492 99353027
12791 ENSG00000102935.7 darkred 16 49487524 49857919
12792 ENSG00000168818.5 orange 4 4415742 4542346
12793 ENSG00000260163.1 black 2 127025211 127029686
12794 ENSG00000134690.6 orange 1 37692418 37709719
12795 ENSG00000259203.1 darkturquoise 15 52801614 52804942
12796 ENSG00000111011.13 darkgrey 12 122503458 122527000
12797 ENSG00000169474.3 green 1 152985231 152985500
12798 ENSG00000121904.13 darkred 1 33513999 34165842
12799 ENSG00000132958.13 brown 13 19422877 19536762
12800 ENSG00000147596.3 darkred 8 70051651 70071693
12801 ENSG00000163209.10 green 1 153001747 153003856
12802 ENSG00000266913.1 turquoise 19 14305458 14370196
12803 ENSG00000183307.3 darkturquoise 22 17116299 17121367
12804 ENSG00000140521.7 turquoise 15 89316305 89334861
12805 ENSG00000182180.9 lightyellow 10 73248843 73252693
12806 ENSG00000104936.13 turquoise 19 45769717 45782552
12807 ENSG00000175224.12 royalblue 11 46617527 46674818
12808 ENSG00000174744.9 blue 11 66337333 66345125
12809 ENSG00000173085.9 grey60 4 83261536 83284914
12810 ENSG00000227038.2 turquoise 7 76090431 76108779
12811 ENSG00000270547.1 green 9 13406380 13433053
12812 ENSG00000257955.1 turquoise 12 48019771 48025382
12813 ENSG00000236301.4 black 11 3218332 3223131
12814 ENSG00000179059.5 darkred 4 187995771 188005050
12815 ENSG00000270367.1 blue 3 39285985 39287920
12816 ENSG00000102225.11 blue X 47217860 47229997
12817 ENSG00000083093.5 lightcyan 16 23603160 23641310
12818 ENSG00000006607.9 midnightblue 2 241356243 241494841
12819 ENSG00000093183.9 darkgrey 3 42547969 42601080
12820 ENSG00000117408.6 darkorange 1 43946939 43968022
12821 ENSG00000234607.2 cyan 1 15969632 15970194
12822 ENSG00000111203.7 lightyellow 12 2812622 2859791
12823 ENSG00000273049.1 turquoise 12 53985845 54034888
12824 ENSG00000248473.1 brown 5 181191046 181191852
12825 ENSG00000132313.10 midnightblue 2 86199355 86213794
12826 ENSG00000225444.1 darkred 2 52373118 52390012
12827 ENSG00000148386.5 black 9 135663322 135666422
12828 ENSG00000005156.7 blue 17 34980494 35009743
12829 ENSG00000175766.7 black 5 176630682 176646641
